¬ Text file converted with loc_parser
{TMT_SETTLEMENT_INCOME}					Siedlungseinkommen
{TMT_FURS_TOOLTIP}					Felle - eine wertvolle Handelsressource
{TMT_TIN_TOOLTIP}					Zinn - eine wertvolle Handelsressource
{TMT_COPPER_TOOLTIP}					Kupfer - eine wertvolle Handelsressource
{TMT_LEAD_TOOLTIP}					Blei - eine wertvolle Handelsressource
{TMT_AMBER_TOOLTIP}					Bernstein - eine wertvolle Handelsressource
{TMT_PIGS_TOOLTIP}					Ermöglicht die Ausbildung von Brennendes-Schwein-Einheiten
{TMT_DOGS_TOOLTIP}					Ermöglicht die Ausbildung von Kriegshund-Einheiten
{TMT_CAMELS_TOOLTIP}					Ermöglicht die Ausbildung von kamelberittenen Einheiten
{TMT_ELEPHANTS_TOOLTIP}					Ermöglicht die Ausbildung von Elefanten-Einheiten
{TMT_ROADS_TOOLTIP}					Ermöglicht Armeen, weiter zu marschieren\nVerbessert die Handelserträge\nDas Verkehrsaufkommen zeigt den Umfang des Handels an
{TMT_PAVED_ROADS_TOOLTIP}					Ermöglicht Armeen, effizient schnell zu marschieren\nVerbessert die Handelserträge\nDas Verkehrsaufkommen zeigt den Umfang des Handels an
{TMT_HIGHWAYS_TOOLTIP}					Ermöglicht Armeen, lange Distanzen zu marschieren\nVerbessert die Handelserträge\nDas Verkehrsaufkommen zeigt den Umfang des Handels an
{TMT_SEA_LANES_TOOLTIP}					Handelsroute zwischen Siedlungen mit Häfen
{TMT_FAMOUS_BATTLE_SITE_TOOLTIP}					Hier wurde eine berühmte Schlacht geschlagen
{TMT_INFLUENCE_LEVEL_0}					Eine gefüllte Olive hat mehr Einfluss als er - jemand könnte daran ersticken und so den Lauf der Geschichte beeinflussen.
{TMT_INFLUENCE_LEVEL_1}					Er hat fast keinen Einfluss auf sein Abendessen zuhause, ganz zu schweigen von seinem Leben und seinem Einfluss auf die Welt.
{TMT_INFLUENCE_LEVEL_2}					Seine Meinung trägt wenig Gewicht. Er wird einfach als eine Art Dünnbrettbohrer angesehen.
{TMT_INFLUENCE_LEVEL_3}					Er ist unwichtig. Er sagt manchmal zufällig etwas Sinnvolles, diese Zufälle sind jedoch selten.
{TMT_INFLUENCE_LEVEL_4 }					Manchmal hat sein Ratschlag Gewicht, er wird in bestimmten Angelegenheiten um seine Meinung gefragt.
{TMT_INFLUENCE_LEVEL_5}					Sein Wort dieses Mannes verfügt über Gewicht in den weniger wichtigen Palästen der Welt, die wahrhaft Mächtigen kennen ihn nicht.
{TMT_INFLUENCE_LEVEL_6}					Auf seinen Rat wird meistens mit Respekt gehört, auch wenn er nicht immer die Weisheit auf der Zunge trägt.
{TMT_INFLUENCE_LEVEL_7}					Seine guten Qualitäten machen ihn zu jemandem, der viele Diskussionen entscheidend erörtern kann.
{TMT_INFLUENCE_LEVEL_8}					Er verfügt über enormes politisches Gewicht, seine Worte beeinflussen die Meinungen der geringeren Männer.
{TMT_INFLUENCE_LEVEL_9}					Wenn er spricht, sind alle ruhig, um seinen Worten zuzuhören. Seine Meinung hat für viele die Kraft des Gesetzes.
{TMT_INFLUENCE_LEVEL_10}					Wenn er spricht, tragen seine Worte die Weisheit der Götter zu ihren Zuhörern.
{TMT_COMMAND_LEVEL_0}					"Führungsqualität" ist ein ziemlich fremdes Wort für ihn, genau so wie "Inspiration". Er besitzt keins von beiden.
{TMT_COMMAND_LEVEL_1}					Seine Kommandofähigkeit ist, im besten Falle, eine große klaffende Lücke in der Persönlichkeit dieses Mannes.
{TMT_COMMAND_LEVEL_2 }					Er weiß, wie man Befehle schreit, diese erfolgen jedoch selten rechtzeitig, noch sind sie relevant.
{TMT_COMMAND_LEVEL_3 }					Ihm fehlt die Kommandofähigkeit, er macht es jedoch mit einer lauten Stimme und einem gewissen Talent zum Erwecken von Furcht wett.
{TMT_COMMAND_LEVEL_4 }					Er hat ein grundlegendes Talent für das Kommando, obwohl ihm manchmal das Selbstvertrauen fehlt.
{TMT_COMMAND_LEVEL_5 }					Er zeigt Fähigkeiten im Kommando in der Schlacht, gelegentlich macht er jedoch taktische Fehler.
{TMT_COMMAND_LEVEL_6 }					Auf einem Schlachtfeld flößt dieser Mann seinen Soldaten Selbstvertrauen ein. Manchmal hält die Fassade nicht - jedoch nicht oft.
{TMT_COMMAND_LEVEL_7 }					Das gute Verständnis von Strategie und Taktik dieses Mannes flößt allen, die ihm in die Schlacht folgen, Vertrauen ein.
{TMT_COMMAND_LEVEL_8 }					Er ist ein Wahrzeichen von Stärke auf dem Schlachtfeld. Er hat den inspirierenden 'Adlerblick'.
{TMT_COMMAND_LEVEL_9 }					Beim Klang seiner Stimme marschieren Armeen und erzittern mächtige Nationen!
{TMT_COMMAND_LEVEL_10}					Beim Klang seiner Stimme verändern sogar die Wolken ihren Flug durch den Himmel!
{TMT_MANAGEMENT_LEVEL_0 }					Eine unterdurchschnittlich leistungsfähige Auster wäre fähiger, die Alltagsgeschäfte eines Imperiums zu leiten.
{TMT_MANAGEMENT_LEVEL_1}					Ihm sollte noch nicht einmal die Leitung eines Wellhorn-Stalls anvertraut werden, geschweige denn etwas Wichtiges.
{TMT_MANAGEMENT_LEVEL_2}					Administration ist nicht seine Stärke. Er kann einfache Angelegenheiten organisieren, jedoch ohne Fähigkeiten.
{TMT_MANAGEMENT_LEVEL_3}					Er sieht Entschlossenheit als Ersatz für administratives Talent an.
{TMT_MANAGEMENT_LEVEL_4 }					Die begrenzten administrativen Fähigkeiten dieses Mannes liefern adäquate Resultate, die nicht gerade inspiriert sind.
{TMT_MANAGEMENT_LEVEL_5 }					Er hat Talent, wird jedoch nervös, wenn das Unerwartete seine gute kalkulierten Pläne durchkreuzt.
{TMT_MANAGEMENT_LEVEL_6 }					Er löst administrative Probleme oft, in manchen Krisen treibt er jedoch auch mit dem Bauch nach oben.
{TMT_MANAGEMENT_LEVEL_7 }					Er ist ein effizienter Verwalter, der gut mit unerwarteten Krisen fertig wird.
{TMT_MANAGEMENT_LEVEL_8 }					Er ist ein Wirbelwind der Effizienz, er durchschneidet bei jeder Drehung irgendwo ein Band.
{TMT_MANAGEMENT_LEVEL_9}					Er formt die Angelegenheiten des Staates nach seinem Willen und bekommt trotz der Herausforderungen alle Aufgaben geregelt.
{TMT_MANAGEMENT_LEVEL_10}					Er formt die Angelegenheiten der Welt nach seinem Willen, seine Untertanen gehorchen ihm immer.
{TMT_SUBTERFUGE_LEVEL_0}					Er ist ein unschuldiger Treibender in einer Welt voller gekonnter Wiesel.
{TMT_SUBTERFUGE_LEVEL_1}					Täuschung und Arglist, sind die letzten Worte, die man bei der Beschreibung dieses transparenten und naiven Individuums benutzen würde.
{TMT_SUBTERFUGE_LEVEL_2}					List ist keine Waffe, die man in der intellektuellen Waffenkammer dieses Mannes findet.
{TMT_SUBTERFUGE_LEVEL_3}					Er ist kein geborener Verschwörer, manchmal kommt er jedoch zur Vernunft.
{TMT_SUBTERFUGE_LEVEL_4}					Manchmal sieht er die List als das an, was sie ist. Manchmal bedient er sich ihrer sogar.
{TMT_SUBTERFUGE_LEVEL_5}					Die List ist ein Werkzeug, das er einsetzen kann, auch wenn er gelegentlich Fehler dabei macht.
{TMT_SUBTERFUGE_LEVEL_6}					Er kann enthusiastisch planen und Verschwörungen leiten, manchmal gelingt ihm dies auch gekonnt.
{TMT_SUBTERFUGE_LEVEL_7}					Er ist listiger als ein Sack voller Wiesel.
{TMT_SUBTERFUGE_LEVEL_8}					Er hat einen Geist von hoher Komplexität und kann die besten Pläne erstellen und durchführen.
{TMT_SUBTERFUGE_LEVEL_9}					Seine Pläne Mannes sind Meisterstücke von Finten innerhalb von Finten, verdeckt von anderen Verschwörungen.
{TMT_SUBTERFUGE_LEVEL_10}					Die Pläne dieses Mannes sind unsichtbare Netze, mit seinem wachen Geist kann er jedoch jegliche anderen Verschwörungen entwirren.
{TMT_TOGGLE_AUTOMANAGEMENT}					Automatische Verwaltung der Siedlung an/aus
{TMT_DECREASE_TAXATION}						Steuern senken
{TMT_INCREASE_TAXATION}						Steuern erhöhen
{TMT_CHANGE_GOVERNOR_POLICY}					Statthalterpolitik ändern
{TMT_DECREASE_GAMES_FREQUENCY}				Frequenz der Spiele und/oder Rennen senken
{TMT_INCREASE_GAMES_FREQUENCY}				Frequenz der Spiele und/oder Rennen erhöhen
{TMT_CURRENTLY_SELECTED_CHARACTER}				Momentan gewählter Charakter:
{TMT_CURRENTLY_SELECTED_SETTLEMENT}				Momentan gewählte Siedlung:
{TMT_CURRENTLY_SELECTED_FORT}					Momentan gewähltes Fort
{TMT_CURRENTLY_SELECTED_RALLY_POINT}			Momentan gewählter Sammelpunkt
{TMT_CURRENTLY_SELECTED_RALLY_POINTS}			Momentan gewählte Sammelpunkte
{TMT_LCLICK_ZOOM_TO_POS}					Linksklick zum Lokalisieren auf der Karte
{TMT_SHOW_SELECTED_ITEM}					Dieser Bereich zeigt das momentan gewählte Objekt

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 29/03/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************


{TMT_FIELD_CONSTRUCTION_TEST_NO_GENERAL}					Armeen ohne Generäle können keine Forts oder Wachtürme bauen
{TMT_FIELD_CONSTRUCTION_TEST_NOT_NAMED_CHARACTER}			Nur Generäle können Forts und Wachtürme in Auftrag geben
{TMT_FIELD_CONSTRUCTION_TEST_IN_SEA_REGION}				Forts und Wachtürme können nicht auf dem Wasser gebaut werden
{TMT_FIELD_CONSTRUCTION_TEST_FORT_IN_ENEMY_TERRITORY}			Forts können nicht im Feindgebiet gebaut werden
{TMT_FIELD_CONSTRUCTION_TEST_FORT_INVALID_GAME_TILE}			Dies ist eine ungültige Position für ein Fort
{TMT_FIELD_CONSTRUCTION_TEST_FORT_NOT_ENOUGH_MONEY}			Ihr habt nicht genug Geld, um ein Fort zu bauen
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_IN_ENEMY_TERRITORY}		Wachtürme können nicht im Feindgebiet gebaut werden
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_INVALID_GAME_TILE}		Dies ist eine ungültige Position für einen Wachturm
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_NOT_ENOUGH_MONEY}		Ihr habt nicht genug Geld, um einen Wachturm zu bauen
{TMT_NOT_ENOUGH_MONEY_FOR_FORT_OR_WATCHTOWER}				Ihr habt nicht genug Geld, um ein Fort oder einen Wachturm zu bauen
{TMT_CANNOT_RECRUIT_UNITS_IN_BATTLE}					Ihr könnt keine Einheiten oder Söldner rekrutieren, wenn eine Schlacht begonnen wurde
{TMT_COMMAND_LEVEL_9 }					Beim Klang seiner Stimme marschieren Armeen und erzittern mächtige Nationen!
{TMT_ROADS_TOOLTIP}					Straße: Ermöglicht Armeen, weiter zu marschieren\nVerbessert die Handelserträge\nDas Verkehrsaufkommen zeigt den Umfang des Handels an
{TMT_PAVED_ROADS_TOOLTIP}				Pflasterstraße: Ermöglicht Armeen, effizient schnell zu marschieren\nVerbessert die Handelserträge\nDas Verkehrsaufkommen zeigt den Umfang des Handels an
{TMT_HIGHWAYS_TOOLTIP}					Hauptstraße: Ermöglicht Armeen, lange Distanzen zu marschieren\nVerbessert die Handelserträge\nDas Verkehrsaufkommen zeigt den Umfang des Handels an

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 21/04/2004 17:30:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_MANAGEMENT_LEVEL_1}					Ihm sollte noch nicht einmal die Leitung eines Marktstandes anvertraut werden, geschweige denn etwas Wichtiges.
{TMT_NO_BODYGUARD_UNIT_TO_VIEW}				Dieser Charakter besitzt keine Leibwache.
{TMT_NOT_ENOUGH_INFO_FOR_BODYGUARD}				Es liegen noch nicht ausreichende Informationen über diesen Charakter vor, um sich seine Leibwache ansehen zu können.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 13/05/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_SETTLEMENT_STATUS_AUTOMANAGED}		Diese Siedlung wird automatisch verwaltet
{TMT_PIGS_TOOLTIP}				Schweine: Ermöglicht die Ausbildung von Brennendes-Schwein-Einheiten
{TMT_DOGS_TOOLTIP}				Hunde: Ermöglicht die Ausbildung von Kriegshund-Einheiten
{TMT_CAMELS_TOOLTIP}				Kamele: Ermöglicht die Ausbildung von kamelberittenen Einheiten
{TMT_ELEPHANTS_TOOLTIP}				Elefanten: Ermöglicht die Ausbildung von Elefanten-Einheiten
{TMT_CANNOT_ATTACK_SIEGED_SETTLEMENT}	Es kann keine Siedlung belagert werden, die von einer nicht-verbündeten Seite bereits belagert wird.
{TMT_CANNOT_CONSTRUCT_WHILST_SIEGING}	Während einer Belagerung können keine Forts oder Wachtürme gebaut werden.
{TMT_FIELD_CONSTRUCTION_TEST_WATCHTOWER_SIEGING}	Während einer Belagerung können keine Wachtürme gebaut werden.
{TMT_FIELD_CONSTRUCTION_TEST_FORT_SIEGING}		Während einer Belagerung kann kein Fort gebaut werden.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 03/06/2004 16:48:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_NEGATIVE_COMMAND}			Die Kommandofähigkeit dieses Mannes kann man als eigentlich nicht vorhanden beschreiben.
{TMT_NEGATIVE_INFLUENCE}		Er herrscht nicht einmal über seine Familie, kümmert sich nicht um die Wichtigen.
{TMT_NEGATIVE_MANAGEMENT}		Er könnte nicht einmal ein Saufgelage organisieren.
{TMT_NEGATIVE_SUBTERFUGE}		Er kann das Wort Täuschungsmanöver nicht einmal schreiben, geschweige denn verstehen.

{TMT_SLAVES_TOOLTIP}					Sklaven - eine wertvolle Ressource\nWerden über alle Siedlungen mit Statthaltern verteilt. Nach sieben Runden ist ihre Wirkung erschöpft.
{TMT_GRAIN_TOOLTIP}					Korn - eine wertvolle Ressource\nSorgt für Bevölkerungswachstum in örtlichen Siedlungen.

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬***** Changes made after 17/06/2004 13:01:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_SLAVES_TOOLTIP}					Sklaven - eine wertvolle Ressource\nWerden über alle Siedlungen mit Statthaltern verteilt. In %d Runden ist ihre Wirkung erschöpft.
{TMT_SLAVES_TOOLTIP_SINGLE}				Sklaven - eine wertvolle Ressource\nWerden über alle Siedlungen mit Statthaltern verteilt. In 1 Runde ist ihre Wirkung erschöpft.
{TMT_SHOW_GENERAL_UNIT_DETAILS_ARMY}		Details der Leibwache des Generals dieser Armee anzeigen
{TMT_CONSTRUCTION_HELP}					Linksklick zum Hinzufügen zur Liste

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*		This particular divider does not denote a changes round.
¬*	This is when the files were locked to be sent for Russian and Polish translation.
¬*
¬*
¬***** Changes made after 01/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 07/07/2004 17:15:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 15/07/2004 17:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_LCLICK_INFO}		Linksklick für weitere Informationen
{TMT_COMMAND_LEVEL_3 }		Ihm fehlt die Kommandofähigkeit, er macht es jedoch mit einer lauten Stimme und einem gewissen Talent zum Erwecken von Furcht wett.
{TMT_COMMAND_LEVEL_4 }		Er hat ein grundlegendes Talent für das Kommando, obwohl ihm manchmal das Selbstvertrauen fehlt.
{TMT_CANNOT_MERGE_AGENT}	Der gewählte Charakter kann nicht an diesem Ort eingesetzt werden
{TMT_CANNOT_MERGE_AGENTS}	Die gewählten Charaktere können nicht an diesem Ort eingesetzt werden

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 22/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_AUTO_MERGE_AGENTS}		Rechtsklick zum automatischen Zusammenführen von Agenten
{TMT_GOLD_MINE_TOOLTIP}		Goldmine: Eine wertvolle Einnahmequelle
{TMT_SILVER_MINE_TOOLTIP}	Silbermine: Eine wertvolle Einnahmequelle
{TMT_NO_WITHDRAW_NAVY}		Rückzug unmöglich: Flottenverbände können sich nicht aus Schlachten zurückziehen
{TMT_NO_WITHDRAW_AMBUSH}	Rückzug unmöglich: Ihr wurdet in einen Hinterhalt gelockt
{TMT_NO_WITHDRAW_SIEGE}		Rückzug unmöglich: Ihr werdet belagert
{TMT_NO_WITHDRAW_AP}		Rückzug unmöglich: Keine Fortbewegungspunkte übrig
{TMT_NO_WITHDRAW_RETREAT}	Rückzug unmöglich: Kein Rückzugsort
{TMT_ALREADY_CAPITAL}		Diese Siedlung ist bereits die Hauptstadt
{TMT_NO_GENERAL_UNIT_TO_SHOW}			Keine persönliche Leibwache
{TMT_DOCK_BLOCKADED}				Dieses Dock ist momentan Ziel einer Blockade
{TMT_PORT_BLOCKADED}				Dieser Hafen ist momentan Ziel einer Blockade
{TMT_CANNOT_ATTACK_FROM_SIEGED_SETTLEMENT}	Bei einer Belagerung kann nur die belagernde Armee angegriffen werden

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 29/07/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_CURSOR_AUTO_MERGE}		Rechtsklick zum Zusammenführen von Einheiten

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 05/08/2004 12:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 12/08/2004 09:53:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 19/08/2004 16:05:00
¬*
¬****************************************************************************************
¬****************************************************************************************

{TMT_SETTLEMENT_AUTOMANAGED_BUILDING}		Kann das Gebäude nicht hinzufügen, da der Bau automatisch verwaltet wird
{TMT_SETTLEMENT_AUTOMANAGED_TRAINING}		Kann die Einheit nicht hinzufügen, da die Ausbildung automatisch verwaltet wird
{TMT_CANNOT_RECRUIT_MERCS_IN_BATTLE}		Kann keine Söldner rekrutieren, sobald eine Schlacht gestartet wurde
{TMT_CANNOT_CHANGE_TAX_LEVEL_AS_AUTOMANAGED}	Kann die Steuern dieser Siedlung nicht ändern, da sie automatisch verwaltet werden. In der Seitenübersicht könnt Ihr dies ändern.
{TMT_CANNOT_DESTROY_THIS_BUILDING}			Dieses Gebäude kann nicht zerstört werden
{TMT_RECOUP_AMOUNT}					%d Denare werden wiedergewonnen.
{TMT_CANNOT_LEAVE_ZOC}					Ziehen durch eine feindliche Kontrollzone nicht möglich

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
¬***** Changes made after 01/09/2004 09:00:00
¬*
¬****************************************************************************************
¬****************************************************************************************

¬****************************************************************************************
¬****************************************************************************************
¬*
¬*			THIS FILE GONE FOR LOCALISATION!!!
¬*		ALL CHANGES & ADDITIONS MADE POST THE DATE SPECIFIED 
¬*			BELOW MUST GO UNDERNEATH THIS DIVIDER!!!
¬*
¬*
